150909 200727.246|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\John\Dropbox\UVA\ICPC\pc2-9.2.4-2837\pc2-9.2.4\bin\logs directory.
150909 204910.711|INFO|Thread-17|dumpPacket|Packet UPDATE_SETTING (Seq #667 ) recieveObject
150909 204910.711|INFO|Thread-17|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 204910.712|INFO|Thread-17|dumpPacket|    To: TEAM36 @ site 1
150909 204910.712|INFO|Thread-17|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team36
150909 204910.712|INFO|Thread-17|info|handlePacket start Packet[UPDATE_SETTING] #667 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 204910.713|INFO|Thread-17|dumpPacket|Packet UPDATE_SETTING (Seq #667 ) handlePacket
150909 204910.713|INFO|Thread-17|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 204910.714|INFO|Thread-17|dumpPacket|    To: TEAM36 @ site 1
150909 204910.714|INFO|Thread-17|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team36
150909 204910.719|INFO|Thread-17|info|handlePacket end Packet[UPDATE_SETTING] #667 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 204910.720|INFO|Thread-17|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #667 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 205044.058|INFO|Thread-18|info| receiveObject(S) start got Packet[UPDATE_SETTING] #694 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 205044.058|INFO|Thread-18|dumpPacket|Packet UPDATE_SETTING (Seq #694 ) recieveObject
150909 205044.059|INFO|Thread-18|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 205044.059|INFO|Thread-18|dumpPacket|    To: SERVER0 @ site 0
150909 205044.059|INFO|Thread-18|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language Microsoft C++
150909 205044.060|INFO|Thread-18|info|handlePacket start Packet[UPDATE_SETTING] #694 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 205044.060|INFO|Thread-18|dumpPacket|Packet UPDATE_SETTING (Seq #694 ) handlePacket
150909 205044.060|INFO|Thread-18|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 205044.061|INFO|Thread-18|dumpPacket|    To: SERVER0 @ site 0
150909 205044.061|INFO|Thread-18|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language Microsoft C++
150909 205044.064|INFO|Thread-18|info|handlePacket end Packet[UPDATE_SETTING] #694 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 205044.065|INFO|Thread-18|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #694 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 205050.840|INFO|Thread-19|info| receiveObject(S) start got Packet[UPDATE_SETTING] #695 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 205050.840|INFO|Thread-19|dumpPacket|Packet UPDATE_SETTING (Seq #695 ) recieveObject
150909 205050.841|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 205050.841|INFO|Thread-19|dumpPacket|    To: SERVER0 @ site 0
150909 205050.842|INFO|Thread-19|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language GNU C++
150909 205050.842|INFO|Thread-19|info|handlePacket start Packet[UPDATE_SETTING] #695 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 205050.842|INFO|Thread-19|dumpPacket|Packet UPDATE_SETTING (Seq #695 ) handlePacket
150909 205050.843|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 205050.843|INFO|Thread-19|dumpPacket|    To: SERVER0 @ site 0
150909 205050.843|INFO|Thread-19|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language GNU C++
150909 205050.844|INFO|Thread-19|info|handlePacket end Packet[UPDATE_SETTING] #695 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 205050.844|INFO|Thread-19|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #695 SERVER0 @ site 1 -> SERVER0 @ site 0
150909 213020.686|INFO|Thread-21|testRun|test run for A: Fifty Coats of Gray Java file: C:\Users\John\Dropbox\UVA\ICPC\practice\icpc1\src\ProblemA.java
150909 213020.698|DEBUG|Thread-21|compileProgram|before substitution: javac {:mainfile}
150909 213020.699|DEBUG|Thread-21|compileProgram|after  substitution: javac ProblemA.java
150909 213020.718|CONFIG|Thread-21|runProgram|executing: 'javac ProblemA.java'
150909 213020.721|CONFIG|Thread-21|runProgram|Note: exec failed in RunProgram Cannot run program "javac" (in directory "executesite1team36"): CreateProcess error=2, The system cannot find the file specified
150909 213030.288|INFO|Thread-23|testRun|test run for A: Fifty Coats of Gray Java file: C:\Users\John\Dropbox\UVA\ICPC\practice\icpc1\src\ProblemA.java
150909 213030.293|DEBUG|Thread-23|compileProgram|before substitution: javac {:mainfile}
150909 213030.294|DEBUG|Thread-23|compileProgram|after  substitution: javac ProblemA.java
150909 213030.307|CONFIG|Thread-23|runProgram|executing: 'javac ProblemA.java'
150909 213030.309|CONFIG|Thread-23|runProgram|Note: exec failed in RunProgram Cannot run program "javac" (in directory "executesite1team36"): CreateProcess error=2, The system cannot find the file specified
150909 213042.863|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A: Fifty Coats of Gray Java file: C:\Users\John\Dropbox\UVA\ICPC\practice\icpc1\src\ProblemA.java
150909 213042.865|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #2 TEAM36 @ site 1 -> SERVER0 @ site 1
150909 213042.865|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #2 TEAM36 @ site 1 -> SERVER0 @ site 1
150909 213042.896|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1197 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 213042.897|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1197 ) recieveObject
150909 213042.897|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 213042.897|INFO|Thread-26|dumpPacket|    To: TEAM36 @ site 1
150909 213042.897|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 QUEUED_FOR_COMPUTER_JUDGEMENT5066127 ms from TEAM36 @ site 1 id Run--5935560598770915522
150909 213042.897|INFO|Thread-26|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1197 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 213042.897|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1197 ) handlePacket
150909 213042.897|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 213042.897|INFO|Thread-26|dumpPacket|    To: TEAM36 @ site 1
150909 213042.897|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 QUEUED_FOR_COMPUTER_JUDGEMENT5066127 ms from TEAM36 @ site 1 id Run--5935560598770915522
150909 213044.781|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1197 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 213118.316|INFO|Thread-27|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1211 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 213118.316|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #1211 ) recieveObject
150909 213118.316|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 213118.317|INFO|Thread-27|dumpPacket|    To: TEAM36 @ site 1
150909 213118.317|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150909 213118.318|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by ADMINISTRATOR2 @ site 1 judgement Yes-1377046434419599005 id JudgementRecord--2714881320169502943
150909 213118.318|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 JUDGED5066127 ms from TEAM36 @ site 1 id Run--5935560598770915522
150909 213118.318|INFO|Thread-27|info|handlePacket start Packet[RUN_JUDGEMENT] #1211 SERVER0 @ site 1 -> TEAM36 @ site 1
150909 213118.319|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #1211 ) handlePacket
150909 213118.319|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (libra @ 127.0.1.1) (Contest Id: Default--1818480425291956127)
150909 213118.319|INFO|Thread-27|dumpPacket|    To: TEAM36 @ site 1
150909 213118.319|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150909 213118.320|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by ADMINISTRATOR2 @ site 1 judgement Yes-1377046434419599005 id JudgementRecord--2714881320169502943
150909 213118.320|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 89 JUDGED5066127 ms from TEAM36 @ site 1 id Run--5935560598770915522
150909 213121.393|INFO|Thread-27|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1211 SERVER0 @ site 1 -> TEAM36 @ site 1
